gene_id	gene_version	havana_gene	havana_gene_version	gene_name	gene_biotype	gene_source
ENSG00000130939	18	OTTHUMG00000001797	2	UBE4B	protein_coding	ensembl_havana
ENSG00000224340	1	OTTHUMG00000001800	1	RP11-496H15.2	processed_pseudogene	havana
ENSG00000233623	2	OTTHUMG00000001802	2	PGAM1P11	processed_pseudogene	havana
ENSG00000201746	1			RNU6-828P	snRNA	ensembl
ENSG00000054523	17	OTTHUMG00000001817	2	KIF1B	protein_coding	ensembl_havana
ENSG00000264881	1			MIR1273D	miRNA	mirbase
ENSG00000199562	1			RNU6-37P	snRNA	ensembl
ENSG00000264501	2			RN7SL731P	misc_RNA	ensembl
ENSG00000142657	20	OTTHUMG00000001905	4	PGD	protein_coding	ensembl_havana
ENSG00000271989	1	OTTHUMG00000185648	1	RP4-736L20.3	antisense	havana
ENSG00000251503	8	OTTHUMG00000162436	4	APITD1-CORT	protein_coding	ensembl_havana
ENSG00000175279	21	OTTHUMG00000059085	10	CENPS	protein_coding	havana
ENSG00000241563	3	OTTHUMG00000001906	4	CORT	protein_coding	ensembl_havana
ENSG00000160049	11	OTTHUMG00000001909	3	DFFA	protein_coding	ensembl_havana
ENSG00000203469	2	OTTHUMG00000001907	1	RP5-1113E3.3	antisense	havana
ENSG00000142655	12	OTTHUMG00000001908	2	PEX14	protein_coding	ensembl_havana
ENSG00000243267	3			RN7SL614P	misc_RNA	ensembl
ENSG00000130940	14	OTTHUMG00000002035	5	CASZ1	protein_coding	ensembl_havana
ENSG00000272078	1	OTTHUMG00000185370	1	RP4-734G22.3	antisense	havana
ENSG00000225158	2	OTTHUMG00000002034	2	HSPE1P24	processed_pseudogene	havana
ENSG00000175262	14	OTTHUMG00000002032	5	C1orf127	protein_coding	ensembl_havana
ENSG00000215785	2	OTTHUMG00000002033	1	CFL1P6	processed_pseudogene	havana
ENSG00000120948	15	OTTHUMG00000002120	14	TARDBP	protein_coding	ensembl_havana
ENSG00000277726	4	OTTHUMG00000186566	4	RP4-635E18.9	protein_coding	havana
ENSG00000009724	16	OTTHUMG00000002121	1	MASP2	protein_coding	ensembl_havana
ENSG00000271895	2	OTTHUMG00000185649	2	RP4-635E18.8	antisense	havana
ENSG00000116649	9	OTTHUMG00000002119	3	SRM	protein_coding	ensembl_havana
ENSG00000171824	13	OTTHUMG00000002123	3	EXOSC10	protein_coding	ensembl_havana
ENSG00000226849	1	OTTHUMG00000034707	1	RP4-635E18.7	antisense	havana
ENSG00000230337	1	OTTHUMG00000002122	1	RP4-635E18.6	antisense	havana
ENSG00000198793	12	OTTHUMG00000002001	3	MTOR	protein_coding	ensembl_havana
ENSG00000225602	5	OTTHUMG00000002003	1	MTOR-AS1	antisense	havana
ENSG00000253086	1			RNU6-537P	snRNA	ensembl
ENSG00000171819	4	OTTHUMG00000002002	3	ANGPTL7	protein_coding	ensembl_havana
ENSG00000207451	1			RNU6-291P	snRNA	ensembl
ENSG00000238173	1	OTTHUMG00000002000	1	RPL39P6	processed_pseudogene	havana
ENSG00000120942	13	OTTHUMG00000002075	2	UBIAD1	protein_coding	ensembl_havana
ENSG00000238199	1	OTTHUMG00000002077	1	UBE2V2P3	processed_pseudogene	havana
ENSG00000224338	2	OTTHUMG00000002073	2	MTCYBP45	processed_pseudogene	havana
ENSG00000204624	7	OTTHUMG00000002074	2	DISP3	protein_coding	ensembl_havana
ENSG00000235643	1	OTTHUMG00000002076	1	RP1-69M21.2	lincRNA	havana
ENSG00000116661	9	OTTHUMG00000002072	4	FBXO2	protein_coding	ensembl_havana
ENSG00000132879	13	OTTHUMG00000002071	6	FBXO44	protein_coding	ensembl_havana
ENSG00000116663	10	OTTHUMG00000002229	1	FBXO6	protein_coding	ensembl_havana
ENSG00000116670	14	OTTHUMG00000002231	4	MAD2L2	protein_coding	ensembl_havana
ENSG00000162490	6	OTTHUMG00000002227	1	DRAXIN	protein_coding	ensembl_havana
ENSG00000177674	15	OTTHUMG00000002230	5	AGTRAP	protein_coding	ensembl_havana
ENSG00000215910	7	OTTHUMG00000002228	2	C1orf167	protein_coding	ensembl_havana
ENSG00000177553	6	OTTHUMG00000037775	1	RP11-56N19.5	antisense	havana
ENSG00000177000	10	OTTHUMG00000002277	3	MTHFR	protein_coding	ensembl_havana
ENSG00000011021	21	OTTHUMG00000002299	4	CLCN6	protein_coding	ensembl_havana
ENSG00000242349	5	OTTHUMG00000002377	2	NPPA-AS1	antisense	havana
ENSG00000276470	1			NPPA-AS1_1	misc_RNA	ensembl
ENSG00000278852	1			NPPA-AS1_2	misc_RNA	ensembl
ENSG00000175206	10	OTTHUMG00000002388	2	NPPA	protein_coding	ensembl_havana
ENSG00000275915	1			NPPA-AS1_3	misc_RNA	ensembl
ENSG00000120937	8	OTTHUMG00000002389	1	NPPB	protein_coding	ensembl_havana
ENSG00000224904	1	OTTHUMG00000002390	1	RP5-934G17.6	processed_pseudogene	havana
ENSG00000199347	1			RNU5E-1	snRNA	ensembl
ENSG00000201801	1			RNU5E-4P	snRNA	ensembl
ENSG00000116685	15	OTTHUMG00000002391	1	KIAA2013	protein_coding	ensembl_havana
ENSG00000083444	16	OTTHUMG00000002393	4	PLOD1	protein_coding	ensembl_havana
ENSG00000116688	16	OTTHUMG00000002392	7	MFN2	protein_coding	ensembl_havana
ENSG00000270914	1	OTTHUMG00000184269	1	RP5-1077B9.5	processed_pseudogene	havana
ENSG00000116691	10	OTTHUMG00000002439	1	MIIP	protein_coding	ensembl_havana
ENSG00000202461	1			Y_RNA	misc_RNA	ensembl
ENSG00000276869	1			MIR6729	miRNA	mirbase
ENSG00000243539	3			RN7SL649P	misc_RNA	ensembl
ENSG00000120949	14	OTTHUMG00000001827	4	TNFRSF8	protein_coding	ensembl_havana
ENSG00000201135	1			RNU6-777P	snRNA	ensembl
ENSG00000227875	2	OTTHUMG00000001828	3	RPL23AP89	processed_pseudogene	havana
ENSG00000028137	17	OTTHUMG00000001829	1	TNFRSF1B	protein_coding	ensembl_havana
ENSG00000263676	1			MIR4632	miRNA	mirbase
ENSG00000225196	2	OTTHUMG00000004233	3	RPL10P17	processed_pseudogene	havana
ENSG00000252969	1			SNORA70	snoRNA	ensembl
ENSG00000048707	13	OTTHUMG00000013155	6	VPS13D	protein_coding	ensembl_havana
ENSG00000239149	1			SNORA59A	snoRNA	ensembl
ENSG00000229484	1	OTTHUMG00000013154	1	RP5-888M10.2	lincRNA	havana
ENSG00000162496	8	OTTHUMG00000001885	5	DHRS3	protein_coding	ensembl_havana
ENSG00000221340	1			RNU6ATAC18P	snRNA	ensembl
ENSG00000276830	1			MIR6730	miRNA	mirbase
ENSG00000272482	1	OTTHUMG00000185309	1	RP11-474O21.5	lincRNA	havana
ENSG00000204518	2	OTTHUMG00000001889	1	AADACL4	protein_coding	ensembl_havana
ENSG00000226166	2	OTTHUMG00000001886	2	RP11-474O21.2	processed_pseudogene	havana
ENSG00000188984	11	OTTHUMG00000001887	5	AADACL3	protein_coding	ensembl_havana
ENSG00000157330	9	OTTHUMG00000001888	4	C1orf158	protein_coding	ensembl_havana
ENSG00000116726	4	OTTHUMG00000001927	2	PRAMEF12	protein_coding	ensembl_havana
ENSG00000116721	9	OTTHUMG00000001928	2	PRAMEF1	protein_coding	ensembl_havana
ENSG00000228338	1	OTTHUMG00000041465	1	RP5-845O24.8	lincRNA	havana
ENSG00000239810	3	OTTHUMG00000001929	5	PRAMEF11	protein_coding	ensembl_havana
ENSG00000231103	2	OTTHUMG00000001930	3	PRAMEF30P	unprocessed_pseudogene	havana
ENSG00000179172	9	OTTHUMG00000001931	3	HNRNPCL1	protein_coding	ensembl_havana
ENSG00000120952	4	OTTHUMG00000001986	1	PRAMEF2	protein_coding	ensembl_havana
ENSG00000243073	3	OTTHUMG00000001987	2	PRAMEF4	protein_coding	ensembl_havana
ENSG00000187545	5	OTTHUMG00000001981	3	PRAMEF10	protein_coding	ensembl_havana
ENSG00000204510	5	OTTHUMG00000001982	3	PRAMEF7	protein_coding	ensembl_havana
ENSG00000207434	1			RNU6-1072P	snRNA	ensembl
ENSG00000234064	1	OTTHUMG00000001983	1	PRAMEF29P	unprocessed_pseudogene	havana
ENSG00000232423	6	OTTHUMG00000001984	2	PRAMEF6	protein_coding	ensembl_havana
ENSG00000274178	2	OTTHUMG00000189309	1	PRAMEF28P	unprocessed_pseudogene	havana
ENSG00000274764	5	OTTHUMG00000074727	3	PRAMEF27	protein_coding	ensembl_havana
ENSG00000229571	6	OTTHUMG00000074741	3	PRAMEF25	protein_coding	ensembl_havana
ENSG00000277058	2	OTTHUMG00000189236	2	HNRNPCL3	protein_coding	ensembl_havana
ENSG00000277862	1	OTTHUMG00000074740	2	PRAMEF34P	unprocessed_pseudogene	havana
ENSG00000236179	1	OTTHUMG00000009502	2	PRAMEF35P	unprocessed_pseudogene	havana
ENSG00000275774	2	OTTHUMG00000009503	4	HNRNPCL2	protein_coding	ensembl_havana
ENSG00000229978	1	OTTHUMG00000009501	3	PRAMEF36P	transcribed_unprocessed_pseudogene	havana
ENSG00000233336	1	OTTHUMG00000009500	2	RP13-221M14.2	lincRNA	havana
ENSG00000280267	4	OTTHUMG00000009499	3	PRAMEF26	protein_coding	ensembl_havana
ENSG00000179412	10	OTTHUMG00000189238	2	HNRNPCL4	protein_coding	ensembl_havana
ENSG00000204505	4	OTTHUMG00000189239	1	PRAMEF9	protein_coding	ensembl_havana
ENSG00000279169	1	OTTHUMG00000189240	1	PRAMEF13	unprocessed_pseudogene	havana
ENSG00000279804	1			PRAMEF18	protein_coding	ensembl
ENSG00000250894	1	OTTHUMG00000001985	2	PRAMEF31P	unprocessed_pseudogene	havana
ENSG00000270601	4	OTTHUMG00000184604	4	PRAMEF5	protein_coding	ensembl_havana
ENSG00000231219	1	OTTHUMG00000008039	2	PRAMEF32P	unprocessed_pseudogene	havana
ENSG00000207511	1			RNU6-771P	snRNA	ensembl
ENSG00000182330	10	OTTHUMG00000008037	2	PRAMEF8	protein_coding	ensembl_havana
ENSG00000204501	6	OTTHUMG00000008035	2	PRAMEF15	protein_coding	ensembl_havana
ENSG00000237700	1	OTTHUMG00000008036	2	PRAMEF33P	unitary_pseudogene	havana
ENSG00000228229	2	OTTHUMG00000008038	2	RP11-219C24.10	lincRNA	havana
ENSG00000204481	7	OTTHUMG00000007916	3	PRAMEF14	protein_coding	ensembl_havana
ENSG00000204480	7	OTTHUMG00000007919	4	PRAMEF19	protein_coding	ensembl_havana
ENSG00000204479	4	OTTHUMG00000007909	3	PRAMEF17	protein_coding	ensembl_havana
ENSG00000204478	9	OTTHUMG00000007911	2	PRAMEF20	protein_coding	ensembl_havana
ENSG00000162494	5	OTTHUMG00000007918	1	LRRC38	protein_coding	ensembl_havana
ENSG00000259961	1	OTTHUMG00000007920	1	RP4-597A16.2	antisense	havana
ENSG00000215909	3	OTTHUMG00000007922	1	BRWD1P1	processed_pseudogene	havana
ENSG00000162493	16	OTTHUMG00000007912	5	PDPN	protein_coding	ensembl_havana
ENSG00000222952	1			RNA5SP41	rRNA	ensembl
ENSG00000237445	2	OTTHUMG00000007915	2	CTA-520D8.2	lincRNA	havana
ENSG00000253085	1			SCARNA11	scaRNA	ensembl
ENSG00000116731	22	OTTHUMG00000007917	6	PRDM2	protein_coding	ensembl_havana
ENSG00000189337	16	OTTHUMG00000002042	7	KAZN	protein_coding	ensembl_havana
ENSG00000252151	1			RNU6-1265P	snRNA	ensembl
ENSG00000231606	1	OTTHUMG00000002047	1	RP11-344F13.1	lincRNA	havana
ENSG00000234593	2	OTTHUMG00000002044	2	RP4-704D23.1	lincRNA	havana
ENSG00000235829	1	OTTHUMG00000037853	1	TBCAP2	processed_pseudogene	havana
ENSG00000175147	11	OTTHUMG00000002043	5	TMEM51-AS1	antisense	havana
ENSG00000171729	13	OTTHUMG00000002046	4	TMEM51	protein_coding	ensembl_havana
ENSG00000204464	7	OTTHUMG00000037852	1	C1orf195	lincRNA	ensembl_havana
ENSG00000215720	4	OTTHUMG00000002045	2	RP1-21O18.3	processed_pseudogene	havana
ENSG00000278480	1	OTTHUMG00000187520	1	RP5-903E17.2	processed_pseudogene	havana
ENSG00000142621	19	OTTHUMG00000002088	11	FHAD1	protein_coding	ensembl_havana
ENSG00000233485	1	OTTHUMG00000002089	1	RP3-467K16.2	antisense	havana
ENSG00000236045	1	OTTHUMG00000035304	1	RP3-467K16.7	antisense	havana
ENSG00000228140	1	OTTHUMG00000002257	1	RP3-467K16.4	lincRNA	havana
ENSG00000142634	12	OTTHUMG00000002254	1	EFHD2	protein_coding	ensembl_havana
ENSG00000162438	11	OTTHUMG00000002255	1	CTRC	protein_coding	ensembl_havana
ENSG00000142615	7	OTTHUMG00000002258	1	CELA2A	protein_coding	ensembl_havana
ENSG00000215704	9	OTTHUMG00000002259	2	CELA2B	protein_coding	ensembl_havana
ENSG00000132906	17	OTTHUMG00000002256	7	CASP9	protein_coding	ensembl_havana
ENSG00000116138	12	OTTHUMG00000002358	3	DNAJC16	protein_coding	ensembl_havana
ENSG00000251866	1			SCARNA21	scaRNA	ensembl
ENSG00000272510	1	OTTHUMG00000185680	1	RP4-680D5.8	antisense	havana
ENSG00000116771	5	OTTHUMG00000002357	1	AGMAT	protein_coding	ensembl_havana
ENSG00000237301	1	OTTHUMG00000002359	1	RP4-680D5.2	antisense	havana
ENSG00000235084	3	OTTHUMG00000002360	1	CHCHD2P6	processed_pseudogene	havana
ENSG00000252417	1			RNU7-179P	snRNA	ensembl
ENSG00000236500	1	OTTHUMG00000002361	1	CD24P1	processed_pseudogene	havana
ENSG00000197312	11	OTTHUMG00000002381	2	DDI2	protein_coding	ensembl_havana
ENSG00000215695	1	OTTHUMG00000067830	2	RSC1A1	protein_coding	havana
ENSG00000271742	1	OTTHUMG00000185681	1	RP4-680D5.9	lincRNA	havana
ENSG00000116786	11	OTTHUMG00000003062	1	PLEKHM2	protein_coding	ensembl_havana
ENSG00000237938	5	OTTHUMG00000003064	3	RP11-288I21.1	antisense	havana
ENSG00000162461	7	OTTHUMG00000003063	1	SLC25A34	protein_coding	ensembl_havana
ENSG00000224459	1	OTTHUMG00000003078	1	RP11-169K16.4	antisense	havana
ENSG00000162460	6	OTTHUMG00000003065	2	TMEM82	protein_coding	ensembl_havana
ENSG00000162458	12	OTTHUMG00000003079	7	FBLIM1	protein_coding	ensembl_havana
ENSG00000224321	1	OTTHUMG00000003108	2	RPL12P14	processed_pseudogene	havana
ENSG00000233954	6	OTTHUMG00000003109	3	UQCRHL	protein_coding	ensembl_havana
ENSG00000178715	8	OTTHUMG00000003169	2	RP11-169K16.8	processed_pseudogene	havana
ENSG00000179743	4	OTTHUMG00000009375	2	FLJ37453	antisense	havana
ENSG00000065526	10	OTTHUMG00000009376	2	SPEN	protein_coding	ensembl_havana
ENSG00000270620	1	OTTHUMG00000184271	1	RP1-134O19.3	unprocessed_pseudogene	havana
ENSG00000116809	11	OTTHUMG00000009377	3	ZBTB17	protein_coding	ensembl_havana
ENSG00000234607	2	OTTHUMG00000009378	2	RP11-5P18.1	processed_pseudogene	havana
ENSG00000231353	1	OTTHUMG00000009380	1	RP11-5P18.3	unprocessed_pseudogene	havana
ENSG00000275503	1	OTTHUMG00000187521	1	RP11-5P18.11	processed_pseudogene	havana
ENSG00000224966	4	OTTHUMG00000009379	1	TBC1D3P6	unprocessed_pseudogene	havana
ENSG00000183888	4	OTTHUMG00000009523	1	C1orf64	protein_coding	ensembl_havana
ENSG00000233078	1	OTTHUMG00000009524	1	RP11-5P18.5	antisense	havana
ENSG00000173641	17	OTTHUMG00000009531	2	HSPB7	protein_coding	ensembl_havana
ENSG00000186510	11	OTTHUMG00000009529	3	CLCNKA	protein_coding	ensembl_havana
ENSG00000232456	1	OTTHUMG00000009526	1	RP11-5P18.10	unprocessed_pseudogene	havana
ENSG00000184908	17	OTTHUMG00000009530	2	CLCNKB	protein_coding	ensembl_havana
ENSG00000185519	8	OTTHUMG00000009525	1	FAM131C	protein_coding	ensembl_havana
ENSG00000142627	12	OTTHUMG00000009527	2	EPHA2	protein_coding	ensembl_havana
ENSG00000227959	1	OTTHUMG00000009528	1	RP11-276H7.2	antisense	havana
ENSG00000224621	1	OTTHUMG00000035305	1	RP11-276H7.3	antisense	havana
ENSG00000234166	1	OTTHUMG00000002220	1	ARHGEF19-AS1	antisense	havana
ENSG00000142632	16	OTTHUMG00000002219	4	ARHGEF19	protein_coding	ensembl_havana
ENSG00000237276	8	OTTHUMG00000002221	3	ANO7L1	transcribed_unprocessed_pseudogene	havana
ENSG00000132881	11	OTTHUMG00000002214	4	RSG1	protein_coding	ensembl_havana
ENSG00000233929	1	OTTHUMG00000037883	1	MT1XP1	processed_pseudogene	havana
ENSG00000037637	10	OTTHUMG00000002218	2	FBXO42	protein_coding	ensembl_havana
ENSG00000055070	16	OTTHUMG00000002217	5	SZRD1	protein_coding	ensembl_havana
ENSG00000226457	1	OTTHUMG00000002215	1	RP11-430L17.1	processed_pseudogene	havana
ENSG00000187144	11	OTTHUMG00000002312	3	SPATA21	protein_coding	ensembl_havana
ENSG00000157191	19	OTTHUMG00000002313	4	NECAP2	protein_coding	ensembl_havana
ENSG00000226029	1	OTTHUMG00000002314	1	RP4-798A10.2	lincRNA	havana
ENSG00000080947	14	OTTHUMG00000037885	3	CROCCP3	transcribed_unprocessed_pseudogene	havana
ENSG00000206652	1			RNU1-1	snRNA	ensembl
ENSG00000261135	1	OTTHUMG00000175735	1	RP4-798A10.7	lincRNA	havana
ENSG00000224174	2	OTTHUMG00000002490	2	RP4-798A10.4	lincRNA	havana
ENSG00000233421	4	OTTHUMG00000002488	1	RP5-875O13.1	lincRNA	ensembl_havana
ENSG00000277344	1			RNU1-6P	snRNA	ensembl
ENSG00000268991	2	OTTHUMG00000189241	2	FAM231B	protein_coding	havana
ENSG00000225710	1	OTTHUMG00000057481	1	RP5-875O13.6	unprocessed_pseudogene	havana
ENSG00000219481	10	OTTHUMG00000002487	10	NBPF1	protein_coding	ensembl_havana
ENSG00000271732	1	OTTHUMG00000185682	1	RP5-1182A14.5	lincRNA	havana
ENSG00000215908	9	OTTHUMG00000037884	7	CROCCP2	transcribed_unprocessed_pseudogene	havana
ENSG00000186301	8	OTTHUMG00000057487	4	MST1P2	unprocessed_pseudogene	havana
ENSG00000282143	1	OTTHUMG00000191420	1	RP1-163M9.8	lincRNA	havana
ENSG00000207513	1			RNU1-3	snRNA	ensembl
ENSG00000237847	2	OTTHUMG00000189242	2	FAM231A	protein_coding	ensembl_havana
ENSG00000280114	1	OTTHUMG00000189243	1	RP5-875O13.7	unprocessed_pseudogene	havana
ENSG00000236698	1	OTTHUMG00000002579	1	EIF1AXP1	processed_pseudogene	havana
ENSG00000268869	5	OTTHUMG00000000803	5	ESPNP	transcribed_unprocessed_pseudogene	havana
ENSG00000279151	1	OTTHUMG00000189501	1	RP1-163M9.7	lincRNA	havana
ENSG00000279132	1	OTTHUMG00000189300	1	FAM231C	protein_coding	ensembl_havana
ENSG00000282740	1	OTTHUMG00000191419	1	RP5-1182A14.7	lincRNA	havana
ENSG00000058453	16	OTTHUMG00000002200	9	CROCC	protein_coding	ensembl_havana
ENSG00000227684	2	OTTHUMG00000057485	2	CROCCP4	transcribed_unprocessed_pseudogene	havana
ENSG00000207389	1			RNU1-4	snRNA	ensembl
ENSG00000186715	10	OTTHUMG00000002578	3	MST1L	transcribed_unprocessed_pseudogene	havana
ENSG00000223643	6	OTTHUMG00000002201	3	RP11-108M9.1	lincRNA	havana
ENSG00000230239	1	OTTHUMG00000002202	1	RP11-108M9.2	lincRNA	havana
ENSG00000263811	1			MIR3675	miRNA	mirbase
ENSG00000228549	3	OTTHUMG00000002203	1	RP11-108M9.3	lincRNA	ensembl_havana
ENSG00000277234	1			RNU1-5P	snRNA	ensembl
ENSG00000238142	1	OTTHUMG00000002204	1	RP11-108M9.4	lincRNA	havana
ENSG00000235241	1	OTTHUMG00000002205	1	RP11-108M9.5	processed_pseudogene	havana
ENSG00000207005	1			RNU1-2	snRNA	ensembl
ENSG00000272426	1	OTTHUMG00000185683	1	RP11-108M9.6	lincRNA	havana
ENSG00000117122	13	OTTHUMG00000002290	1	MFAP2	protein_coding	ensembl_havana
ENSG00000226526	1	OTTHUMG00000002292	1	RP1-37C10.3	antisense	havana
ENSG00000159363	17	OTTHUMG00000002293	4	ATP13A2	protein_coding	ensembl_havana
ENSG00000117118	9	OTTHUMG00000002289	3	SDHB	protein_coding	ensembl_havana
ENSG00000117115	12	OTTHUMG00000002295	1	PADI2	protein_coding	ensembl_havana
ENSG00000204362	6	OTTHUMG00000002291	2	RP11-380J14.1	lincRNA	havana
ENSG00000282843	1	OTTHUMG00000191586	1	RP11-380J14.4	lincRNA	havana
ENSG00000142623	9	OTTHUMG00000002294	3	PADI1	protein_coding	ensembl_havana
ENSG00000142619	4	OTTHUMG00000002373	1	PADI3	protein_coding	ensembl_havana
ENSG00000266634	1			MIR3972	miRNA	mirbase
ENSG00000159339	13	OTTHUMG00000002371	1	PADI4	protein_coding	ensembl_havana
ENSG00000280226	1			AC004824.1	protein_coding	ensembl
ENSG00000276747	1	OTTHUMG00000002372	7	PADI6	protein_coding	ensembl_havana
ENSG00000179051	13	OTTHUMG00000002513	1	RCC2	protein_coding	ensembl_havana
ENSG00000227751	1	OTTHUMG00000037449	1	RP1-20B21.4	antisense	havana
ENSG00000074964	16	OTTHUMG00000002514	3	ARHGEF10L	protein_coding	ensembl_havana
ENSG00000236648	1	OTTHUMG00000002515	1	RP11-473A10.2	lincRNA	havana
ENSG00000117148	7	OTTHUMG00000002512	1	ACTL8	protein_coding	ensembl_havana
ENSG00000261781	1	OTTHUMG00000175750	1	RP11-174G17.2	lincRNA	havana
ENSG00000117154	11	OTTHUMG00000002432	3	IGSF21	protein_coding	ensembl_havana
ENSG00000280222	1	OTTHUMG00000175756	1	RP11-174G17.3	TEC	havana
ENSG00000230035	2	OTTHUMG00000002434	2	RP11-174G17	antisense	havana
ENSG00000225387	1	OTTHUMG00000002437	1	RP11-422P22.1	lincRNA	havana
ENSG00000179023	8	OTTHUMG00000002431	3	KLHDC7A	protein_coding	ensembl_havana
ENSG00000235282	3	OTTHUMG00000002435	4	DYNLL1P3	processed_pseudogene	havana
ENSG00000225478	2	OTTHUMG00000002436	3	RP1-8B22.2	processed_pseudogene	havana
ENSG00000009709	11	OTTHUMG00000002433	2	PAX7	protein_coding	ensembl_havana
ENSG00000179002	5	OTTHUMG00000002442	2	TAS1R2	protein_coding	ensembl_havana
ENSG00000255275	3	OTTHUMG00000167131	3	RP13-279N23.2	protein_coding	havana
ENSG00000159423	16	OTTHUMG00000002443	6	ALDH4A1	protein_coding	ensembl_havana
ENSG00000265606	1			MIR4695	miRNA	mirbase
ENSG00000221662	1			MIR1290	miRNA	mirbase
ENSG00000169991	10	OTTHUMG00000002499	2	IFFO2	protein_coding	ensembl_havana
ENSG00000272084	1	OTTHUMG00000185684	1	RP5-1126H10.2	3prime_overlapping_ncRNA	havana
ENSG00000127481	14	OTTHUMG00000002498	5	UBR4	protein_coding	ensembl_havana
ENSG00000230424	1	OTTHUMG00000037839	1	RP1-43E13.2	antisense	havana
ENSG00000127463	13	OTTHUMG00000002497	4	EMC1	protein_coding	ensembl_havana
ENSG00000053372	4	OTTHUMG00000002496	2	MRTO4	protein_coding	ensembl_havana
ENSG00000211454	13	OTTHUMG00000002520	5	AKR7L	polymorphic_pseudogene	ensembl_havana
ENSG00000162482	4	OTTHUMG00000002523	1	AKR7A3	protein_coding	ensembl_havana
ENSG00000270728	1	OTTHUMG00000184272	1	RP4-657E11.10	processed_pseudogene	havana
ENSG00000053371	12	OTTHUMG00000002522	2	AKR7A2	protein_coding	ensembl_havana
ENSG00000200403	1			RNU6-1099P	snRNA	ensembl
ENSG00000040487	12	OTTHUMG00000002521	7	PQLC2	protein_coding	ensembl_havana
ENSG00000077549	17	OTTHUMG00000002556	6	CAPZB	protein_coding	ensembl_havana
ENSG00000240490	3			RN7SL277P	misc_RNA	ensembl
ENSG00000201609	1			RNU4-28P	snRNA	ensembl
ENSG00000235185	1	OTTHUMG00000002711	1	RP5-1056L3.1	antisense	havana
ENSG00000173436	13	OTTHUMG00000002712	2	MINOS1	protein_coding	ensembl_havana
ENSG00000270136	5	OTTHUMG00000183956	2	MINOS1-NBL1	protein_coding	ensembl_havana
ENSG00000226396	1	OTTHUMG00000002695	2	RP5-1056L3.3	processed_pseudogene	havana
ENSG00000158747	13	OTTHUMG00000002700	7	NBL1	protein_coding	ensembl_havana
ENSG00000158748	3	OTTHUMG00000002713	1	HTR6	protein_coding	ensembl_havana
ENSG00000162542	13	OTTHUMG00000002697	1	TMCO4	protein_coding	ensembl_havana
ENSG00000178828	6	OTTHUMG00000002709	1	RNF186	protein_coding	ensembl_havana
ENSG00000235434	1	OTTHUMG00000002710	1	RP11-91K11.2	antisense	havana
ENSG00000169914	5	OTTHUMG00000002696	1	OTUD3	protein_coding	ensembl_havana
ENSG00000188784	4	OTTHUMG00000002702	1	PLA2G2E	protein_coding	ensembl_havana
ENSG00000242688	3			RN7SL304P	misc_RNA	ensembl
ENSG00000188257	10	OTTHUMG00000002699	2	PLA2G2A	protein_coding	ensembl_havana
ENSG00000127472	10	OTTHUMG00000002698	3	PLA2G5	protein_coding	ensembl_havana
ENSG00000117215	14	OTTHUMG00000002701	1	PLA2G2D	protein_coding	ensembl_havana
ENSG00000158786	4	OTTHUMG00000002704	1	PLA2G2F	protein_coding	ensembl_havana
ENSG00000227066	1	OTTHUMG00000002703	1	RP3-340N1.2	lincRNA	havana
ENSG00000187980	6	OTTHUMG00000002705	4	PLA2G2C	protein_coding	ensembl_havana
ENSG00000225986	1	OTTHUMG00000002706	1	UBXN10-AS1	antisense	havana
ENSG00000162543	5	OTTHUMG00000002708	1	UBXN10	protein_coding	ensembl_havana
ENSG00000228105	1	OTTHUMG00000002707	2	RP3-340N1.6	lincRNA	havana
ENSG00000158816	15	OTTHUMG00000002835	7	VWA5B1	protein_coding	ensembl_havana
